#,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
406,18/07/2022,"1,280.00","1,285.00","1,270.00","1,285.00",0.78,374,"4,78,277.80"
405,19/07/2022,"1,290.00","1,310.00","1,290.00","1,309.00",1.87,"4,805","62,46,567.00"
404,20/07/2022,"1,309.00","1,324.00","1,290.00","1,309.90",0.07,957,"12,40,536.20"
403,21/07/2022,"1,328.00","1,328.00","1,277.10","1,300.00",-0.76,"1,188","15,37,789.00"
402,22/07/2022,"1,275.00","1,290.00","1,266.00","1,279.90",-1.55,"1,704","21,64,373.00"
401,24/07/2022,"1,285.00","1,354.50","1,285.00","1,354.00",5.79,"5,407","72,18,878.10"
400,25/07/2022,"1,327.10","1,423.00","1,327.10","1,420.00",4.87,"10,256","1,42,29,732.60"
399,26/07/2022,"1,439.00","1,439.00","1,368.00","1,399.00",-1.48,"7,526","1,03,85,019.90"
398,27/07/2022,"1,400.00","1,470.00","1,373.00","1,466.00",4.79,"5,422","77,13,453.90"
397,28/07/2022,"1,489.00","1,506.00","1,431.00","1,488.00",1.5,"7,186","1,07,13,520.00"
396,29/07/2022,"1,465.00","1,469.00","1,435.70","1,469.00",-1.28,"2,862","41,13,890.00"
395,31/07/2022,"1,498.00","1,498.00","1,415.00","1,459.90",-0.62,"4,359","62,59,558.70"
394,01/08/2022,"1,445.00","1,445.00","1,416.10","1,440.00",-1.36,"1,952","27,78,030.80"
393,02/08/2022,"1,440.00","1,465.00","1,386.00","1,460.00",1.39,"1,379","19,75,242.00"
392,03/08/2022,"1,431.00","1,455.00","1,420.00","1,435.00",-1.71,"1,589","22,71,288.00"
391,04/08/2022,"1,411.00","1,430.00","1,373.00","1,375.00",-4.18,"4,457","62,30,416.80"
390,05/08/2022,"1,375.00","1,400.00","1,323.00","1,400.00",1.82,"2,962","40,03,457.60"
389,07/08/2022,"1,372.00","1,393.00","1,356.00","1,367.00",-2.36,"1,613","22,10,694.00"
388,08/08/2022,"1,370.00","1,410.00","1,341.00","1,382.00",1.1,"5,109","69,67,814.60"
387,09/08/2022,"1,356.00","1,365.00","1,332.00","1,348.00",-2.46,"1,893","25,32,957.70"
386,10/08/2022,"1,325.00","1,325.00","1,288.00","1,304.00",-3.26,"1,472","19,31,283.20"
385,11/08/2022,"1,278.00","1,305.00","1,255.00","1,255.00",-3.76,"2,265","28,59,926.00"
384,14/08/2022,"1,280.00","1,280.00","1,239.00","1,239.00",-1.27,473,"5,93,531.00"
383,15/08/2022,"1,260.00","1,285.00","1,238.00","1,280.00",3.31,"2,231","27,95,363.00"
382,16/08/2022,"1,280.00","1,304.00","1,252.50","1,258.00",-1.72,"1,173","14,83,168.00"
381,17/08/2022,"1,250.00","1,275.00","1,250.00","1,260.00",0.16,"1,141","14,40,968.00"
380,18/08/2022,"1,260.00","1,310.00","1,260.00","1,305.00",3.57,"1,263","16,29,794.00"
379,21/08/2022,"1,325.00","1,325.00","1,272.60","1,280.00",-1.92,"1,297","16,70,531.60"
378,22/08/2022,"1,270.00","1,293.00","1,246.10","1,293.00",1.02,759,"9,66,145.60"
377,23/08/2022,"1,293.00","1,313.80","1,275.00","1,275.00",-1.39,823,"10,61,507.50"
376,24/08/2022,"1,299.00","1,299.00","1,275.00","1,278.00",0.24,312,"3,98,607.00"
375,25/08/2022,"1,284.00","1,285.00","1,270.00","1,270.00",-0.63,925,"11,80,854.00"
374,26/08/2022,"1,262.00","1,270.00","1,260.00","1,260.00",-0.79,555,"6,99,632.00"
373,28/08/2022,"1,238.00","1,285.20","1,226.00","1,226.10",-2.69,"1,437","17,91,884.40"
372,29/08/2022,"1,203.50","1,293.30","1,203.40","1,250.00",1.95,529,"6,64,054.70"
371,30/08/2022,"1,275.00","1,275.00","1,250.00","1,250.00",0,177,"2,23,680.00"
370,31/08/2022,"1,250.00","1,250.00","1,225.00","1,225.00",-2,930,"11,43,262.00"
369,01/09/2022,"1,247.00","1,248.00","1,230.00","1,230.00",0.41,277,"4,04,503.00"
368,02/09/2022,"1,220.00","1,230.00","1,206.10","1,206.10",-1.22,142,"1,73,112.00"
367,04/09/2022,"1,230.20","1,245.00","1,220.10","1,238.00",2.64,436,"5,36,456.00"
366,05/09/2022,"1,238.00","1,258.00","1,220.00","1,255.00",1.37,"1,092","13,41,306.00"
365,06/09/2022,"1,235.00","1,235.00","1,220.00","1,220.40",-2.76,128,"1,56,747.60"
364,07/09/2022,"1,200.20","1,234.20","1,200.20","1,210.00",-0.85,999,"12,20,364.00"
363,08/09/2022,"1,220.00","1,228.00","1,197.00","1,197.00",-1.07,"1,098","13,37,603.60"
362,11/09/2022,"1,200.00","1,210.00","1,190.10","1,200.00",0.25,383,"4,59,427.80"
361,12/09/2022,"1,218.00","1,218.00","1,180.20","1,180.20",-1.65,799,"9,57,313.40"
360,13/09/2022,"1,176.40","1,203.00","1,175.10","1,200.00",1.68,"1,881","22,49,143.60"
359,14/09/2022,"1,223.00","1,234.00","1,213.00","1,215.00",1.25,"1,590","19,43,170.00"
358,15/09/2022,"1,239.00","1,239.00","1,178.00","1,180.00",-2.88,987,"11,88,589.30"
357,16/09/2022,"1,170.00","1,181.00","1,157.00","1,177.00",-0.25,"1,522","17,66,900.00"
356,18/09/2022,"1,178.00","1,178.00","1,132.00","1,135.10",-3.56,870,"9,95,772.00"
355,20/09/2022,"1,116.50","1,137.50","1,115.10","1,134.70",-0.04,707,"7,95,830.20"
354,21/09/2022,"1,157.30","1,179.00","1,123.00","1,145.00",0.91,681,"7,70,402.30"
353,22/09/2022,"1,145.00","1,145.00","1,116.40","1,140.00",-0.44,302,"3,40,343.80"
352,25/09/2022,"1,139.90","1,139.90","1,119.10","1,139.00",-0.09,319,"3,59,367.70"
351,27/09/2022,"1,145.00","1,161.70","1,130.00","1,136.00",-0.26,407,"4,65,327.00"
350,28/09/2022,"1,153.00","1,153.00","1,153.00","1,153.00",1.5,10,"11,530.00"
349,29/09/2022,"1,169.00","1,170.00","1,169.00","1,170.00",1.47,130,"1,52,030.00"
348,09/10/2022,"1,170.00","1,195.00","1,170.00","1,184.00",1.2,636,"7,52,920.00"
347,10/10/2022,"1,175.00","1,178.00","1,155.00","1,169.00",-1.27,577,"6,73,802.20"
346,11/10/2022,"1,147.10","1,160.00","1,136.90","1,150.00",-1.63,105,"1,20,805.00"
345,12/10/2022,"1,129.00","1,151.00","1,129.00","1,140.00",-0.87,183,"2,10,248.00"
344,13/10/2022,"1,150.00","1,161.00","1,140.00","1,161.00",1.84,225,"2,60,538.00"
343,16/10/2022,"1,161.00","1,161.00","1,145.10","1,145.10",-1.37,40,"46,121.00"
342,17/10/2022,"1,126.00","1,155.00","1,126.00","1,155.00",0.86,243,"2,76,250.00"
341,19/10/2022,"1,132.00","1,170.00","1,132.00","1,170.00",1.3,260,"2,95,462.00"
340,20/10/2022,"1,146.60","1,169.30","1,124.00","1,169.30",-0.06,50,"57,329.00"
339,31/10/2022,"1,192.60","1,192.60","1,150.00","1,173.00",0.32,124,"1,46,670.60"
338,01/11/2022,"1,160.00","1,195.90","1,155.00","1,195.90",1.95,"2,024","23,58,493.00"
337,02/11/2022,"1,195.00","1,200.00","1,180.00","1,200.00",0.34,"1,294","15,43,140.40"
336,03/11/2022,"1,190.00","1,190.00","1,170.00","1,170.10",-2.49,779,"9,13,638.50"
335,06/11/2022,"1,172.00","1,215.00","1,172.00","1,214.00",3.75,"1,888","22,75,914.20"
334,07/11/2022,"1,195.00","1,212.00","1,171.50","1,209.90",-0.34,"1,423","16,98,248.00"
333,08/11/2022,"1,200.00","1,200.00","1,186.00","1,186.00",-1.98,406,"4,82,546.90"
332,09/11/2022,"1,163.00","1,163.00","1,136.80","1,150.00",-3.04,"1,476","16,96,772.40"
331,10/11/2022,"1,173.00","1,173.00","1,128.00","1,145.00",-0.43,201,"2,28,336.30"
328,13/11/2022,"1,125.00","1,125.00","1,105.00","1,124.00",-1.83,448,"11,240.00"
329,13/11/2022,"1,125.00","1,125.00","1,105.00","1,124.00",-1.83,448,"4,98,919.80"
330,13/11/2022,"1,125.00","1,125.00","1,105.00","1,124.00",-1.83,448,"4,54,479.80"
326,15/11/2022,"1,098.00","1,106.00","1,070.00","1,072.00",-4.29,"2,382","1,71,520.00"
327,15/11/2022,"1,098.00","1,106.00","1,070.00","1,072.00",-4.29,"2,382","24,07,069.30"
325,16/11/2022,"1,072.00","1,080.00","1,055.00","1,055.00",-1.59,633,"6,74,555.00"
324,17/11/2022,"1,034.10","1,086.00","1,034.10","1,076.10",2,"3,410","36,72,494.00"
323,22/11/2022,"1,095.00","1,095.00","1,070.00","1,090.00",1.29,329,"3,53,082.50"
322,23/11/2022,"1,109.00","1,109.00","1,066.10","1,099.00",0.83,"9,130","1,01,21,254.10"
321,24/11/2022,"1,078.00","1,095.00","1,056.50","1,095.00",-0.36,282,"3,01,491.00"
320,27/11/2022,"1,086.00","1,099.00","1,082.00","1,092.00",-0.27,515,"5,59,986.00"
319,28/11/2022,"1,092.00","1,110.00","1,072.10","1,097.00",0.46,202,"2,19,525.60"
318,29/11/2022,"1,098.00","1,098.00","1,045.00","1,090.00",-0.64,"1,023","10,85,235.70"
317,30/11/2022,"1,068.20","1,089.00","1,047.00","1,089.00",-0.09,"2,634","28,13,064.60"
316,01/12/2022,"1,090.00","1,090.00","1,073.00","1,073.00",-1.47,187,"2,03,565.00"
315,04/12/2022,"1,055.00","1,081.00","1,055.00","1,072.00",-0.09,278,"2,97,170.00"
314,05/12/2022,"1,055.10","1,080.00","1,055.00","1,060.00",-1.12,"1,075","11,43,441.40"
313,06/12/2022,"1,039.00","1,081.20","1,001.00","1,052.00",-0.75,288,"3,02,762.00"
312,07/12/2022,"1,052.00","1,055.00","1,047.00","1,047.00",-0.48,188,"1,97,357.00"
311,11/12/2022,"1,028.00","1,040.00","1,028.00","1,028.00",-1.81,489,"5,04,751.00"
310,12/12/2022,"1,012.00","1,045.00","1,012.00","1,026.00",-0.19,592,"6,16,822.00"
309,13/12/2022,"1,015.00","1,024.00","1,012.10","1,024.00",-0.19,148,"1,51,129.20"
308,14/12/2022,"1,006.00","1,035.00","1,006.00","1,035.00",1.07,151,"1,54,497.00"
307,15/12/2022,"1,014.30","1,050.00",978.1,"1,035.00",0,411,"4,22,985.00"
306,18/12/2022,"1,015.00","1,015.00",998,999,-3.48,"1,567","15,74,597.00"
305,19/12/2022,"1,000.00","1,000.00",988,999.9,0.09,289,"2,86,844.00"
304,20/12/2022,"1,015.00","1,019.80","1,000.00","1,000.00",0.01,786,"7,88,458.00"
303,21/12/2022,986,"1,009.80",986,"1,009.80",0.98,570,"5,64,467.00"
302,22/12/2022,"1,000.00","1,025.00",998.7,"1,025.00",1.51,286,"2,86,927.20"
301,26/12/2022,"1,040.00","1,045.00","1,029.00","1,045.00",1.95,780,"8,11,495.00"
300,27/12/2022,"1,065.00","1,076.00","1,056.00","1,074.90",2.86,"1,031","10,95,224.00"
299,28/12/2022,"1,053.50","1,067.00","1,038.00","1,060.00",-1.39,262,"2,74,520.70"
298,29/12/2022,"1,060.00","1,146.00","1,051.00","1,146.00",8.11,"5,392","58,68,871.20"
297,01/01/2023,"1,130.00","1,167.00","1,110.00","1,144.70",-0.11,"1,774","20,27,836.20"
296,02/01/2023,"1,143.00","1,145.00","1,121.00","1,121.00",-2.07,729,"8,21,002.20"
295,03/01/2023,"1,130.00","1,165.00","1,118.00","1,157.90",3.29,"2,989","34,34,656.60"
294,04/01/2023,"1,181.00","1,249.00","1,158.00","1,249.00",7.87,"5,881","71,65,939.00"
293,05/01/2023,"1,225.00","1,281.00","1,225.00","1,281.00",2.56,"5,848","73,82,703.00"
292,08/01/2023,"1,290.00","1,290.00","1,265.00","1,270.00",-0.86,"1,912","24,41,376.30"
291,09/01/2023,"1,290.00","1,295.00","1,250.00","1,260.00",-0.79,"1,008","12,68,698.00"
290,10/01/2023,"1,285.00","1,290.00","1,239.00","1,280.00",1.59,"5,753","73,04,919.20"
289,12/01/2023,"1,285.00","1,285.00","1,235.00","1,260.00",-1.56,"1,698","21,23,978.00"
288,17/01/2023,"1,236.00","1,255.00","1,235.00","1,255.00",-0.4,"1,260","15,58,770.00"
287,18/01/2023,"1,255.00","1,357.00","1,255.00","1,269.00",1.12,"2,256","29,02,421.00"
286,19/01/2023,"1,243.70","1,245.00","1,195.60","1,200.00",-5.44,"3,331","40,26,453.40"
285,23/01/2023,"1,195.00","1,245.00","1,195.00","1,211.00",0.92,"3,095","37,30,159.50"
284,24/01/2023,"1,195.00","1,198.00","1,173.00","1,198.00",-1.07,629,"7,46,773.90"
283,25/01/2023,"1,180.00","1,219.00","1,180.00","1,199.00",0.08,336,"4,04,226.00"
282,26/01/2023,"1,176.00","1,207.60","1,158.00","1,158.00",-3.42,"2,768","32,54,792.20"
281,29/01/2023,"1,135.20","1,179.00","1,135.20","1,171.00",1.12,"1,030","12,06,585.00"
280,30/01/2023,"1,160.00","1,160.00","1,131.00","1,131.00",-3.42,"1,840","21,01,647.00"
279,31/01/2023,"1,111.00","1,160.00","1,111.00","1,145.00",1.24,602,"6,79,432.20"
278,01/02/2023,"1,125.00","1,140.00","1,124.00","1,135.00",-0.87,189,"2,13,387.00"
277,02/02/2023,"1,121.00","1,121.00","1,101.00","1,109.00",-2.29,642,"7,11,011.50"
276,05/02/2023,"1,096.00","1,097.00","1,088.00","1,088.00",-1.89,935,"10,22,833.00"
275,06/02/2023,"1,100.00","1,120.00","1,077.00","1,098.00",0.92,590,"6,42,835.00"
274,07/02/2023,"1,119.80","1,141.00","1,100.00","1,141.00",3.92,898,"10,15,262.20"
273,08/02/2023,"1,163.50","1,163.80","1,098.00","1,138.80",-0.19,"1,494","16,67,370.90"
272,09/02/2023,"1,116.20","1,131.90","1,102.00","1,131.90",-0.61,767,"8,52,540.00"
271,12/02/2023,"1,110.00","1,110.00","1,091.30","1,091.40",-3.58,539,"5,96,006.20"
270,14/02/2023,"1,070.20","1,070.20","1,048.30","1,048.30",-3.95,"1,459","15,39,818.90"
269,15/02/2023,"1,055.00","1,061.00","1,031.00","1,049.00",0.07,"1,467","15,28,245.00"
268,16/02/2023,"1,050.00","1,050.00","1,012.10","1,015.00",-3.24,"3,568","36,84,184.80"
267,20/02/2023,"1,016.10","1,030.00",997.3,997.3,-1.74,940,"9,52,952.00"
266,22/02/2023,997,"1,015.00",990,991,-0.63,"1,749","17,53,964.00"
265,23/02/2023,980,980,891.9,892,-9.99,"4,822","44,46,883.00"
264,26/02/2023,876,944,875,919,3.03,"3,466","31,37,556.70"
263,27/02/2023,900.7,930,897,930,1.2,588,"5,31,422.00"
262,28/02/2023,938,958,915,948,1.94,"7,924","74,49,738.60"
261,01/03/2023,840,840,799,820,-0.53,"2,634","21,46,137.00"
260,02/03/2023,803.6,815,768.2,789,-3.78,840,"6,53,796.00"
259,05/03/2023,785,785,745,779,-1.27,758,"5,81,379.00"
258,07/03/2023,771,777.2,762,777.2,-0.23,255,"1,94,889.50"
257,09/03/2023,792,793,777.2,792,1.9,515,"4,02,052.80"
256,12/03/2023,778.1,778.1,750,760,-4.04,"6,365","48,19,518.90"
255,13/03/2023,765.1,769,744.8,769,1.18,"2,303","17,22,868.10"
254,14/03/2023,754.1,765,745,765,-0.52,208,"1,56,915.00"
253,15/03/2023,765,769,721.1,764.3,-0.09,"1,725","12,65,681.90"
252,16/03/2023,749.1,749.1,720.3,720.3,-5.76,800,"5,78,091.00"
251,19/03/2023,706,707,698.6,698.6,-3.01,938,"6,57,251.60"
250,20/03/2023,711.5,711.5,687.1,709.8,1.6,343,"2,39,873.80"
249,22/03/2023,700,710,685,710,0.03,721,"4,99,560.00"
248,23/03/2023,695.8,708,690,708,-0.28,330,"2,31,575.00"
247,26/03/2023,700,709,686,686,-3.11,378,"2,62,900.00"
246,27/03/2023,673,723.9,659.6,723.9,5.52,"1,158","7,74,709.80"
245,28/03/2023,709.5,719.9,696,716,-1.09,"1,486","10,55,036.20"
244,29/03/2023,703.1,726,703.1,724.9,1.24,277,"1,99,587.70"
243,30/03/2023,712,726,711.5,711.5,-1.85,251,"1,80,529.00"
242,02/04/2023,711.5,697.4,687,687,-3.44,72,"50,104.60"
241,03/04/2023,674,700.7,655.1,679,-1.16,"2,109","14,05,731.70"
240,04/04/2023,692.5,706,670,693.6,2.15,590,"4,03,131.00"
239,05/04/2023,694,745,694,745,7.41,439,"3,10,128.00"
238,06/04/2023,745,745,710.5,710.5,-4.63,"1,048","7,55,327.50"
237,09/04/2023,697,697,682.7,684,-3.73,355,"2,43,039.50"
236,10/04/2023,673,720,673,709,3.65,324,"2,27,861.00"
235,11/04/2023,696.1,723,696,719,1.41,239,"1,69,924.20"
234,12/04/2023,732,755,716,755,5.01,"1,166","8,58,204.20"
233,13/04/2023,740,740,709.1,725,-3.97,"1,309","9,38,384.00"
232,16/04/2023,720,720,707.1,718,-0.97,40,"28,523.00"
231,17/04/2023,706,706,690,700,-2.51,252,"1,75,960.00"
230,18/04/2023,691,695,673.4,695,-0.71,"1,231","8,37,582.00"
229,19/04/2023,700,707,695,707,1.73,716,"5,00,575.00"
228,20/04/2023,707,715,686,705,-0.28,"1,257","8,81,187.00"
227,23/04/2023,710,712,668.5,712,0.99,697,"4,77,400.40"
226,24/04/2023,697.8,697.8,670.5,683.9,-3.95,266,"1,80,316.80"
225,25/04/2023,671.2,697.5,670.5,687.5,0.53,"1,094","7,52,237.50"
224,26/04/2023,701,701.2,674,690,0.36,90,"61,908.00"
223,27/04/2023,676.2,699.9,671,671,-2.75,357,"2,41,965.40"
222,30/04/2023,672,680,668.1,680,1.34,456,"3,05,834.70"
124,02/05/2023,693,693.5,668.1,668.1,-1.75,288,"1,96,629.60"
123,03/05/2023,668.1,668.1,655,655,-1.96,"1,135","7,45,357.70"
122,04/05/2023,642,715,642,715,9.16,"1,973","13,16,896.60"
221,07/05/2023,700.7,700.7,680,680,-4.9,260,"1,79,540.00"
220,08/05/2023,666.4,679,664,672,-1.18,470,"3,13,632.00"
219,09/05/2023,660.1,683.9,658.6,683.9,1.77,445,"2,97,994.00"
218,10/05/2023,671,682,671,682,-0.28,430,"2,88,820.00"
217,11/05/2023,670.1,687,656,687,0.73,149,"99,697.30"
216,14/05/2023,686,687,624,664,-3.35,"1,573","10,21,894.00"
215,15/05/2023,652,665,638,665,0.15,538,"3,46,396.60"
214,16/05/2023,651.7,687.4,651.7,681,2.41,"1,587","10,65,675.00"
213,17/05/2023,675,689,675,676,-0.73,"1,310","8,89,427.00"
212,18/05/2023,689.5,715,689.5,700.7,3.65,"1,513","10,73,738.00"
211,21/05/2023,714,740,688,713.9,1.88,978,"7,03,644.60"
210,22/05/2023,700,714,695,711,-0.41,494,"3,46,923.00"
209,23/05/2023,723,737,722,735,3.38,791,"5,74,482.00"
208,24/05/2023,749,749,721,740,0.68,"2,518","18,45,203.60"
207,28/05/2023,753,756,735,753.9,1.88,"1,407","10,52,022.40"
206,30/05/2023,738.9,738.9,710,736.9,-2.25,962,"6,87,046.50"
205,31/05/2023,724,724,698,698,-5.28,705,"4,96,759.00"
204,01/06/2023,687,711.9,687,705,1,362,"2,51,614.50"
203,04/06/2023,710,729,705,724,2.7,"1,020","7,29,525.00"
202,05/06/2023,725,730,700,716,-1.1,"2,818","19,81,434.00"
201,06/06/2023,728,734,707,728,1.68,"1,704","12,27,987.80"
200,07/06/2023,729.9,742,715,715,-1.79,717,"5,21,784.80"
199,08/06/2023,701,729.3,688,728,1.82,493,"3,56,034.00"
198,11/06/2023,715.2,738,715.2,735,0.96,538,"3,91,068.50"
197,12/06/2023,748,775,716.6,739,0.54,"1,122","8,14,087.20"
196,13/06/2023,750,793,725.2,778,5.28,"5,374","41,61,904.60"
195,14/06/2023,793,830,762,830,6.68,"8,118","65,66,027.70"
194,15/06/2023,843.9,843.9,806,817.5,-1.51,"1,120","9,15,668.10"
193,18/06/2023,833.8,866.1,826.2,865.9,5.92,"4,608","39,15,823.60"
192,19/06/2023,883,883,829.1,860,-0.68,482,"4,12,036.80"
191,20/06/2023,868,868,818.5,824,-4.19,912,"7,54,505.40"
190,21/06/2023,840,840,790,797.9,-3.17,"1,151","9,20,691.40"
189,22/06/2023,799,810,784,799,0.14,255,"2,01,790.00"
188,25/06/2023,784,845,784,838,4.88,863,"6,96,879.20"
187,26/06/2023,854.6,854.6,820,847,1.07,"1,423","11,90,044.00"
186,27/06/2023,862.9,931.7,862.9,931.7,10,"9,121","83,40,061.30"
185,28/06/2023,932,932,882,891,-4.37,"2,636","23,67,252.60"
184,02/07/2023,875.1,875.1,838.9,840,-5.72,"2,002","17,09,662.10"
183,03/07/2023,827,843,820,820,-2.38,"1,165","9,75,305.00"
182,04/07/2023,836.4,836.4,800,801.1,-2.3,583,"4,69,504.30"
181,05/07/2023,800,800,790.4,794,-0.89,"3,217","25,56,583.20"
180,06/07/2023,795,811.6,780,811.6,2.22,854,"6,72,381.60"
179,09/07/2023,811.6,827.8,795.4,795.4,-2,248,"2,00,939.20"
178,10/07/2023,811.3,827.4,811.3,823.9,3.58,699,"5,72,549.20"
177,11/07/2023,839,839,807,839,1.83,"1,268","10,61,840.00"
176,12/07/2023,823,860,823,850,1.31,"2,154","18,32,365.70"
175,13/07/2023,867,883.9,850,860,1.18,"2,099","18,19,625.70"
174,16/07/2023,843,893,843,893,3.84,"1,092","9,50,939.50"
173,17/07/2023,893,907,875.2,906,1.46,538,"4,81,314.90"
172,18/07/2023,906,915,887.9,904,-0.22,"1,679","15,19,617.30"
171,19/07/2023,886,897.6,872.1,897.6,-0.71,299,"2,65,493.10"
170,20/07/2023,880,895,845,855,-4.75,"3,276","28,39,738.10"
169,23/07/2023,850,873.2,837.9,873,2.11,757,"6,53,996.60"
168,24/07/2023,870,872,854,870,-0.34,"5,081","43,94,064.60"
167,25/07/2023,852.6,862,840,854,-1.84,"2,126","18,15,693.30"
166,26/07/2023,838.1,850,817.4,817.4,-4.29,"1,599","13,24,810.50"
165,27/07/2023,820,830,805,819.9,0.31,"1,369","11,06,424.00"
164,30/07/2023,805,808,800,800,-2.43,771,"6,21,773.90"
163,31/07/2023,790.1,801,786,799,-0.12,"1,127","8,89,105.90"
162,01/08/2023,799,799,780,780,-2.38,835,"6,57,079.00"
161,02/08/2023,770,780,755.5,780,0,723,"5,48,471.30"
160,03/08/2023,790,790,770,770,-1.28,130,"1,01,574.00"
159,06/08/2023,785,785,757,765,-0.65,"1,429","10,94,718.50"
158,07/08/2023,766.1,797,766.1,782,2.22,"1,551","12,08,302.40"
157,08/08/2023,770,790,767,783,0.13,639,"4,92,833.00"
156,09/08/2023,767.4,767.4,704.7,720,-8.05,"5,255","37,30,780.30"
155,10/08/2023,706,733,706,728,1.11,"1,174","8,44,677.40"
154,13/08/2023,737,737,725,727,-0.14,148,"1,07,508.00"
153,14/08/2023,740,740,725,738,1.51,72,"52,900.00"
152,15/08/2023,750,750,705,719.1,-2.56,214,"1,53,499.00"
151,16/08/2023,705,705,690.9,700,-2.66,119,"82,770.50"
150,17/08/2023,714,714,665,675,-3.57,"2,685","18,08,912.90"
149,20/08/2023,662,700,661.7,662,-1.93,406,"2,72,859.50"
148,21/08/2023,662,728.2,652,728.2,10,703,"4,71,833.60"
147,22/08/2023,725,725,675,696,-4.42,465,"3,21,486.00"
146,23/08/2023,685,724,685,691,-0.72,614,"4,27,572.20"
145,24/08/2023,690,700,671,697.9,1,823,"5,59,258.00"
144,27/08/2023,684,684,670,670,-4,644,"4,33,845.00"
143,28/08/2023,656.7,679,656.7,679,1.34,322,"2,14,726.10"
142,29/08/2023,692.4,692.4,671,671,-1.18,110,"74,354.00"
141,30/08/2023,671,671,671,671,0,439,"2,94,569.00"
140,03/09/2023,684,684,650,650,-3.13,240,"1,57,606.00"
139,04/09/2023,663,663,642,644,-0.92,175,"1,13,867.00"
138,05/09/2023,640.1,669.1,640.1,669.1,3.9,522,"3,41,606.70"
137,07/09/2023,666,670,657,670,0.13,270,"1,79,634.40"
136,10/09/2023,657,683,657,683,1.94,259,"1,74,856.00"
135,11/09/2023,690,693.9,676.6,693,1.46,727,"4,99,038.30"
134,12/09/2023,680,700,680,690,-0.43,543,"3,71,224.60"
133,13/09/2023,699.8,699.8,678,688,-0.29,582,"3,99,818.50"
132,17/09/2023,675,701,670,699,1.6,770,"5,20,445.90"
131,18/09/2023,690,690,685.1,685.1,-1.99,280,"1,92,080.00"
130,19/09/2023,697.9,697.9,697.9,697.9,1.87,10,"6,979.00"
129,21/09/2023,698,710,690,707,1.3,"2,149","15,00,790.10"
128,24/09/2023,721.1,721.1,695,696,-1.56,"1,791","12,61,637.80"
127,25/09/2023,706,706,692.1,692.1,-0.56,772,"5,35,199.60"
126,26/09/2023,705,725,696.8,725,4.75,"1,752","12,48,591.50"
125,27/09/2023,739.5,739.5,693,706.8,-2.51,"1,020","7,17,042.00"
121,01/10/2023,692.7,692.7,679,690,-2.38,590,"4,01,718.00"
120,02/10/2023,680,687,677,687,-0.43,239,"1,62,052.20"
119,03/10/2023,680,680,674,674,-1.89,"1,449","9,78,727.00"
118,04/10/2023,664.1,740.6,663,720.3,6.87,780,"5,30,604.40"
117,05/10/2023,705.9,715,705.9,715,-0.74,20,"14,209.00"
116,08/10/2023,700.9,709.4,700,709.4,-0.78,94,"65,943.00"
115,09/10/2023,695.3,699,671.5,695,-2.03,558,"3,83,377.00"
114,10/10/2023,705,705,677,689,-0.86,201,"1,36,623.20"
113,11/10/2023,675.3,690,661.8,690,0.15,235,"1,57,587.80"
112,12/10/2023,690,690,665,665,-3.62,141,"94,123.20"
111,16/10/2023,660,660,641,654,-1.65,727,"4,72,721.00"
110,17/10/2023,667,690,667,676.1,3.38,114,"77,413.00"
109,18/10/2023,663,676,650,676,-0.01,356,"2,33,720.00"
108,19/10/2023,662.6,680,650.1,677,0.15,"1,020","6,66,743.00"
107,29/10/2023,690,690,688,688,1.62,31,"21,337.00"
106,30/10/2023,674.3,700,660.9,700,1.74,46,"30,926.40"
105,31/10/2023,712.5,712.5,684.6,690,-1.43,130,"90,501.00"
104,01/11/2023,698,698,675.3,682,-1.16,61,"41,610.80"
103,02/11/2023,668.4,681.7,655.1,679,-0.44,508,"3,35,638.10"
102,05/11/2023,692.5,692.5,665.5,665.5,-1.99,40,"27,155.00"
101,06/11/2023,660,678.3,637,637,-4.28,729,"4,74,261.20"
100,07/11/2023,649,700.7,636.1,689,8.16,"2,657","17,13,053.70"
99,08/11/2023,689,689,688.5,688.5,-0.07,31,"21,353.00"
98,20/11/2023,680,687.9,653.1,687.9,-0.09,229,"1,53,253.00"
97,21/11/2023,674.2,700,674.2,680,-1.15,130,"88,602.00"
96,22/11/2023,678,678,651.3,664.3,-2.31,204,"1,36,363.60"
95,23/11/2023,664,664,645.1,655,-1.4,93,"60,828.00"
94,26/11/2023,642,654.9,640,654.8,-0.03,714,"4,61,192.00"
93,27/11/2023,655,655,641.7,650,-0.73,658,"4,29,038.60"
92,28/11/2023,637,637.5,621,625,-3.85,"3,961","24,82,948.00"
91,29/11/2023,625,630,620,625,0,"2,985","18,62,591.00"
90,30/11/2023,613,624,599.8,617.1,-1.26,"3,604","21,87,577.20"
89,03/12/2023,604.8,654.7,583.1,642.9,4.18,859,"5,12,570.10"
88,04/12/2023,630.1,645,617.5,639,-0.61,148,"92,972.00"
87,05/12/2023,626.3,638,580,637,-0.31,"2,123","12,60,987.90"
86,06/12/2023,624.3,644,624.3,638,0.16,106,"66,972.00"
85,07/12/2023,637.9,638,612,637,-0.16,585,"3,60,923.40"
84,10/12/2023,637,675,637,675,5.97,245,"1,62,222.00"
83,11/12/2023,688.5,742,633.7,690,2.22,"7,858","51,41,579.60"
82,12/12/2023,676.2,738,663,711,3.04,"4,140","29,19,117.70"
